species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022;mesophyll_thickness;stomatal_conductance;substomatal_conc;compensation_point;ias_conductance;mesophyll_conductance*;d_mesophyll_conductance*;d_stomatal_conductance;d_ias_conductance;gamma;dgamma_low;dgamma_high;tau;dtau_low;dtau_high
Oryza nivara;;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,162;;0,042;;mol m-2 s-1 bar-1;0,149;0,108;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;14,78;0,231;292,9;132,0;160,9;;;;;;;;;;;;;;;;;;;;;-27,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,2;;;;;0,243;;;;;;189,9;219,1;;;;;16,27;18,07;;0,16;;;;;;11,27;10,73;;;;;;;Table S3;0;1;62,09944454082647;0,231;292,9;39,8982;3,35879882077183;0,05841855670592067;0,005841855670592068;0,023100000000000002;0,335879882077183;0,13703836758695997;0,01793981537700093;0,02103378669351033;0,18770608681984646;0,012974486379449646;0,01390535733193854
Oryza officinalis;;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,336;;0,042;;mol m-2 s-1 bar-1;0,309;0,224;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;21,62;0,3;278,9;173,2;105,8;;;;;;;;;;;;;;;;;;;;;-26,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,5;;;;;0,176;;;;;;349,4;414,1;;;;;11,7;12,33;;0,14;;;;;;10,73;9,73;;;;;;;Table S3;0;1;65,65034363026201;0,3;278,9;39,8982;2,3011297022377164;0,09045956976056249;0,009045956976056249;0,03;0,23011297022377164;0,26115456728423947;0,03493190818438052;0,039452811030796564;0,2844200473798343;0,020210733999568797;0,021547930989415542
Oryza punctata;;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,458;;0,042;;mol m-2 s-1 bar-1;0,422;0,305;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;21,5;0,232;253,3;142,0;111,3;;;;;;;;;;;;;;;;;;;;;-24,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;74,1;;;;;0,236;;;;;;308,0;383,6;;;;;12,33;10,97;;0,15;;;;;;10,85;10,35;;;;;;;Table S3;0;1;61,191075006319686;0,232;253,3;39,8982;3,31046769364066;0,100748915894805;0,010074891589480502;0,023200000000000002;0,331046769364066;0,14004082816342917;0,01861137669348474;0,02112962552938155;0,2492538851268576;0,01705930953252996;0,018809252359698492
Oryza rhizomatis;Accession IRGC 105950;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,253;;0,042;;mol m-2 s-1 bar-1;0,233;0,168;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;22,8;0,231;255,9;157,7;98,3;;;;;;;;;;;;;;;;;;;;;-24,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,2;;;;;0,23;;;;;;302,9;368,3;;;;;10,07;9,93;;0,185;;;;;;19,2;18,8;;;;;;;Table S3;0;1;95,95685446335152;0,231;255,9;39,8982;2,0573930432158822;0,10555467593325611;0,010555467593325612;0,023100000000000002;0,20573930432158824;0,22497969752870223;0,029933770994854864;0,03350206356599861;0,325759688122341;0,02262698644480543;0,024529502774336187
Oryza rufipogon;Accession PI 590421;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,483;;0,042;;mol m-2 s-1 bar-1;0,445;0,322;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,283;256,5;204,1;52,3;;;;;;;;;;;;;;;;;;;;;-25,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,6;;;;;0,231;;;;;;348,9;450,0;;;;;11,13;9,23;;0,125;;;;;;11,57;11,13;;;;;;;Table S3;0;1;53,346065390124856;0,283;256,5;39,8982;3,716849881855522;0,11800455951889596;0,011800455951889596;0,0283;0,3716849881855522;0,1518404188163635;0,019928627922570885;0,02331900519338334;0,25496866927468975;0,017863992512088478;0,01969234983473489
Oryza rufipogon;Accession PI 590421;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,457;;;;mol m-2 s-1 bar-1;0,421;0,304;I;single point;Evans_1986;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;;LI-6400XT;TGA200A;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,283;256,5;204,1;52,3;;;;;;;;;;;;;;;;;;;;;-25,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,6;;;;;0,231;;;;;;348,9;450,0;;;;;11,13;9,23;;0,125;;;;;;11,57;11,13;;;;;;;Text page 1648;0;1;53,346065390124856;0,283;256,5;39,8982;3,716849881855522;0,11800455951889596;0,011800455951889596;0,0283;0,3716849881855522;0,1520508090827353;0,020033598919614704;0,023191634988503074;0,254762976969084;0,01760670226563532;0,018715925538740963
Oryza sativa;Accession IR64;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,368;;0,042;;mol m-2 s-1 bar-1;0,339;0,245;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,357;275,1;198,7;76,4;;;;;;;;;;;;;;;;;;;;;-26,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,1;;;;;0,168;;;;;;342,3;382,9;;;;;12,73;11,93;;0,17;;;;;;12,51;10,41;;;;;;;Table S3;0;1;55,41054160491297;0,357;275,1;39,8982;2,602449558248115;0,10867263770940527;0,010867263770940529;0,0357;0,2602449558248115;0,27474235956177506;0,03683947831165038;0,04084874695245072;0,2932426910549254;0,020868090524116423;0,02170262486353025
Oryza sativa;cv. IR64;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,342;;;;mol m-2 s-1 bar-1;0,315;0,228;I;single point;Evans_1986;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;;LI-6400XT;TGA200A;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,357;275,1;198,7;76,4;;;;;;;;;;;;;;;;;;;;;-26,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,1;;;;;0,168;;;;;;342,3;382,9;;;;;12,73;11,93;;0,17;;;;;;12,51;10,41;;;;;;;Text page 1648;0;1;55,41054160491297;0,357;275,1;39,8982;2,602449558248115;0,10867263770940527;0,010867263770940529;0,0357;0,2602449558248115;0,2745684646387838;0,03590364237055471;0,04112402129384224;0,2926456273564332;0,020242203839653305;0,022444644687179383
Oryza sativa;cv. Nipponbare;Poaceae;C3 annual herbaceous;;Ellsworth_2018;0,57;;0,017;;mol m-2 s-1 bar-1;0,525;0,525;I;;Evans_2013;92,1;864,0;;25,0;leaf;45,0;2000,0;;380,0;380,0;;68,0;1,0;2,0;300,0;6,0;LI-6400XT;TGA 100A;;midportions of uppermost fully expanded leaves;Pullman, WA, USA;;;;controlled-environment growth chamber;0;1;7,5;1000,0;26,0;22,0;70,0;;14,0;32,0;28,75;0,247;250,8;194,9;55,9;1,04;;;;;;;72,2;72,2;Makino_1988;;;156,7;;;;;;;;-27,1;;;;;;;;;;;;;;;;;;;;0,545;0,136;0,681;4,2;;;62,2;;109,6;;;;;0,175;;;;;;358,0;387,0;;;;;;;;0,17;;;;;;18,0;17,6;;;;;;;Table 2: 1000 growth PPFD, WT only (first column);0;1;90,50663725631092;0,247;250,8;39,8982;1,6596750053076386;0,13631936759193142;0,013631936759193143;0,0247;0,16596750053076387;0,29810046324439976;0,039737284295383646;0,04501796667305652;0,4172312500573047;0,030024653818784275;0,031942241068993515
Oryza sativa;cv. Shanyou 63;Poaceae;C3 annual herbaceous;;Lu_2019b;0,129;;0,007;6,0;mol m-2 s-1;0,129;0,129;F;variable J;Harley_1992;;1200,0;10,0;25,0;leaf;50,0;1000,0;;400,0;400,0;;45,0;1,74;;500,0;;LI-6400XT;LI-6400-40;;nonsenescent fully expanded leaves;;;;;environmentally controlled growth chamber;1;0;;600,0;28,0;22,0;45,0;380,0;14,0;35,0;16,2;0,131;;;;;;;;;;;;;;;;;;;174,0;;;;;;;8,8;16,8;18,6;;;0,703;2,01;;;;;;;;;;;;;;;;;;35,0;19,3;184,2;0,2;;;;0,204;;;;;;;;;;;;;;;0,18;;;;;;15,3;13,06;;;;;;;Table 2: CK (Control);0;1;152,1106075055882;0,131;276,33587786259545;39,8982;1,1511610869759674;0,06851699841771643;0,006851699841771643;0,0131;0,11511610869759675;0,22846109304532405;0,030895458112775026;0,034609946071012504;0,35159109014898055;0,024186387256763642;0,026977699981120318
Oryza sativa;cv. Shanyou 63;Poaceae;C3 annual herbaceous;;Xie_2020;0,15;0,01;;4,0;mol m-2 s-1;0,15;0,131;F;variable J;Harley_1992;;1500,0;;27,0;leaf;25,0;1200,0;11,0;400,0;400,0;;55,0;1,6;;500,0;;LI-6400XT;LI-6400-40;09:00-14:00;second fully expanded leaf;Nanjing, China;;;;greenhouse;1;1;6,5;;28,0;20,0;60,0;;14,0;53,0;21,4;0,288;305,0;165,0;140,0;;;;;;;;203,0;170,31;;;;183,0;;;;;;;;;;;;;1,525;4,201;1,029;2,835;;;65,8;8,2;4,1;;;;;;;;;0,132;;;;36,3;;81,8;;;;;0,236;;;;;;;;;;;;;;;0,126;;;;;;13,8;13,0;;;;;;;Table 2: N_2.86 and K1 treatment;0;1;67,54966174786708;0,288;305,0;39,8982;2,998846651574241;0,08072370689297469;0,008072370689297469;0,0288;0,2998846651574241;0,19219927652097696;0,025739581132839473;0,028969561425107176;0,23385327212272927;0,016126605962470647;0,017401135832875614
Oryza sativa;genotype Champa;Poaceae;C3 annual herbaceous;;Ye_2020;0,27;;0,02;;mol m-2 s-1;0,27;0,222;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;25,7;0,208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,28;2,85;;;;;;;;;;;;;;;;0,473;;1,17;0,526;45,0;;200,0;0,23;;;;0,173;;;;;;;;;;;;;;;0,243;;;;;;10,5;9,2;;;;;;;Table 1;0;1;165,1580971830491;0,208;276,4423076923077;39,8982;0,8991075954467734;0,10864781308959975;0,010864781308959976;0,0208;0,08991075954467735;0,46387456631319773;0,06218632683024233;0,06949436402030856;0,512562203089838;0,03779582192672437;0,04026279530548371
Oryza sativa;genotype Huanghuazhan;Poaceae;C3 annual herbaceous;;Ye_2020;0,23;;0,02;;mol m-2 s-1;0,23;0,189;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;29,3;0,289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,53;2,68;;;;;;;;;;;;;;;;0,459;;2,28;1,306;57,3;;350,0;0,17;;;;0,183;;;;;;;;;;;;;;;0,262;;;;;;19,2;18,8;;;;;;;Table 1;0;1;289,0266700703359;0,289;298,61591695501727;39,8982;0,5434737901461918;0,1132508447618001;0,011325084476180011;0,0289;0,05434737901461918;1,067185481067792;0,14697714785696647;0,16004102496559813;0,6944843566497267;0,05357958985930045;0,057652673322219905
Oryza sativa;genotype Huayou 675;Poaceae;C3 annual herbaceous;;Ye_2020;0,34;;0,01;;mol m-2 s-1;0,34;0,279;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;29,8;0,303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,48;3,04;;;;;;;;;;;;;;;;0,439;;1,61;0,786;48,8;;170,0;0,29;;;;0,177;;;;;;;;;;;;;;;0,287;;;;;;8,6;7,8;;;;;;;Table 1;0;1;140,38438260559172;0,303;301,65016501650166;39,8982;1,0822308357298804;0,11384823796116034;0,011384823796116035;0,0303;0,10822308357298804;0,5590604214557159;0,0725327922059606;0,0845514444355302;0,47574696155458307;0,03559936530772828;0,03666892424379853
Oryza sativa;genotype Kirmizi Celtik;Poaceae;C3 annual herbaceous;;Ye_2020;0,27;;0,04;;mol m-2 s-1;0,27;0,222;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;18,1;0,123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,42;2,84;;;;;;;;;;;;;;;;0,518;;1,33;0,662;49,8;;200,0;0,25;;;;0,151;;;;;;;;;;;;;;;0,231;;;;;;9,7;9,1;;;;;;;Table 1;0;1;165,1580971830491;0,123;252,84552845528452;39,8982;0,784770213366837;0,08499754437539567;0,008499754437539567;0,0123;0,07847702133668372;0,3135166805293825;0,04191625829211315;0,04665978635874046;0,48286303620568377;0,03526827763059276;0,03853123971915157
Oryza sativa;genotype Nucleoryza;Poaceae;C3 annual herbaceous;;Ye_2020;0,31;;0,05;;mol m-2 s-1;0,31;0,254;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;28,1;0,288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,53;3,12;;;;;;;;;;;;;;;;0,407;;1,55;0,763;49,2;;190,0;0,25;;;;0,248;;;;;;;;;;;;;;;0,198;;;;;;10,0;9,8;;;;;;;Table 1;0;1;156,90019232389665;0,288;302,43055555555554;39,8982;1,3567306581734095;0,10703442606354721;0,010703442606354722;0,0288;0,13567306581734095;0,42292988990721747;0,0548901993887585;0,06581092628894114;0,40781204570483737;0,028633639185657145;0,03248708226357605
Oryza sativa;genotype Sab Ini;Poaceae;C3 annual herbaceous;;Ye_2020;0,21;;0,04;;mol m-2 s-1;0,21;0,172;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;28,0;0,217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,83;3,46;;;;;;;;;;;;;;;;0,683;;1,56;0,827;53,0;;190,0;0,28;;;;0,182;;;;;;;;;;;;;;;0,285;;;;;;9,4;8,6;;;;;;;Table 1;0;1;156,90019232389665;0,217;270,9677419354839;39,8982;0,995665241078873;0,12117564160757188;0,01211756416075719;0,0217;0,0995665241078873;0,43574664464159574;0,057573232613637115;0,06706810400503704;0,5144749709646135;0,037687116904910556;0,040909220233842025
Oryza sativa;genotype Teqing;Poaceae;C3 annual herbaceous;;Ye_2020;0,28;;0,05;;mol m-2 s-1;0,28;0,23;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;30,8;0,303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,41;3,0;;;;;;;;;;;;;;;;0,498;;1,62;0,76;46,9;;290,0;0,16;;;;0,188;;;;;;;;;;;;;;;0,205;;;;;;14,6;14,1;;;;;;;Table 1;0;1;239,4792409154212;0,303;298,34983498349834;39,8982;0,6738378630416322;0,11917123295415222;0,011917123295415222;0,0303;0,06738378630416322;0,8976808960509381;0,11649336750584482;0,1365386667021966;0,6325192586971695;0,04792734391147435;0,053511941198854496
Oryza sativa;genotype Yongyou 12;Poaceae;C3 annual herbaceous;;Ye_2020;0,18;;0,04;;mol m-2 s-1;0,18;0,148;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;22,3;0,235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,46;2,03;;;;;;;;;;;;;;;;0,445;;1,77;1,269;71,7;;330,0;0,21;;;;0,203;;;;;;;;;;;;;;;0,33;;;;;;19,3;18,7;;;;;;;Table 1;0;1;272,51086035203105;0,235;305,1063829787234;39,8982;0,6394073984084604;0,08408488663333984;0,008408488663333984;0,0235;0,06394073984084604;0,7347502944910564;0,09788746232398349;0,10874383544091115;0,5356604722820912;0,039852792731231435;0,04362755232261972
Oryza sativa;ssp. Indica, vs. 9311;Poaceae;C3 annual herbaceous;;Gong_2015;0,19;0,03;;3,0;mol m-2 s-1;0,19;0,109;F;variable J;Harley_1992;;1200,0;;35,0;air;0,0;1000,0;8,0;380,0;380,0;;80,0;1,12;;;;LI-6400;;09:00-11:00;expanded flag leaves;;114,52;30,53;;field grown;0;0;;;;;;;;97,0;13,3;0,15;267,0;196,0;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,32;;;;50,3;;90,8;;80,0;;;0,153;;;;39,86;;;74,4;;;;;;;;0,169;;;;;;18,8;17,4;;;;;;;Table 1: WT;0;1;80,0;0,15;267,0;39,8982;1,6415982400941345;0,05856404484684842;0,0058564044846848426;0,015;0,16415982400941345;0,18316078854937612;0,024098976825625174;0,027807552607132358;0,2701331721231018;0,018751553869407467;0,020290499905361914
Oryza sativa;ssp. japonica, cv. Amaroo;Poaceae;C3 annual herbaceous;;Scafaro_2011;0,82;;;;mol m-2 s-1 bar-1;0,82;0,82;I;;Tazoe_2011;;1500,0;;25,0;leaf;;;;380,0;380,0;;;;21,0;;;LI-6400;TGA100A;;healthy, fully expanded leaves;;;;;glasshouse;0;1;10,0;;28,0;22,0;;;;52,0;31,33;;290,2;;;;;;;;;;;;;;;;;;;;;;20,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,5;;63,4;;;0,115;;;;;;;;;;;;;;;0,148;;;;;6,5;15,0;13,8;;;;;;;Text on page 2002 (also shown in Figure 4a);0;1;63,4;0,3488864142538975;290,2;39,8982;1,5569476720960431;0,12516889610861767;0,012516889610861767;0,03488864142538975;0,15569476720960432;0,4479311841979403;0,05975579216225185;0,06926960560263817;0,41206552543490355;0,029172155676345957;0,03252622242069042
Oryza sativa;var. BTK-a (inbred line from Takanari and Koshihikari);Poaceae;C3 annual herbaceous;;Adachi_2013;0,338;0,012;;4,0;mol m-2 s-1;0,338;0,244;F;variable J;Harley_1992;;2000,0;;30,0;leaf;;;;370,0;370,0;;66,0;1,45;;;;LI-6400;LI-6400-40;;flag leaves;;;;;outdoors;0;1;12,0;;;;;;;;38,79;0,795;;;;;0,63;;42,0;;;;;;;;;;;;;;;;;;;;;;2,12;;;;;;;;;;;;3,72;;;;;;;;;;;;;111,0;;;0,204;;;;;;;;;;;;;;;0,155;;;;;;30,2;28,4;;;;;;;Figure 5;0;1;111,0;0,795;321,20754716981133;39,8982;1,5775118223126818;0,13789090334273382;0,013789090334273384;0,07950000000000002;0,1577511822312682;1,0094967495294995;0,1335107175612824;0,15291708519349512;0,43032797922234;0,03063222044337488;0,033318049403946115
Oryza sativa;var. BTK-b (inbred line from Takanari and Koshihikari);Poaceae;C3 annual herbaceous;;Adachi_2013;0,333;0,022;;4,0;mol m-2 s-1;0,333;0,241;F;variable J;Harley_1992;;2000,0;;30,0;leaf;;;;370,0;370,0;;66,0;1,45;;;;LI-6400;LI-6400-40;;flag leaves;;;;;outdoors;0;1;12,0;;;;;;;;37,4;0,668;;;;;0,69;;45,1;;;;;;;;;;;;;;;;;;;;;;1,99;;;;;;;;;;;;3,48;;;;;;;;;;;;;123,0;;;0,22;;;;;;;;;;;;;;;0,155;;;;;;29,4;27,6;;;;;;;Figure 5;0;1;123,0;0,668;314,0119760479042;39,8982;1,535263777334437;0,13643969500264722;0,013643969500264723;0,06680000000000001;0,15352637773344371;0,8683755680843313;0,11457712325754288;0,13440994706580467;0,4341219193638863;0,030817247606136966;0,03468506115702413
Oryza sativa;var. Kinuhikari;Poaceae;C3 annual herbaceous;;Hanba_2004b;0,193;;;;mol m-2 s-1;0,193;0,193;I;sugar;Scartazza_1998;;740,0;;25,0;leaf;;;;350,0;350,0;;74,0;0,83;;;;;;;;;;;;controlled environment growth chamber;0;1;;150,0;25,0;25,0;60,0;;14,0;80,0;17,3;0,33;290,0;199,0;91,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,0;;;0,26;;;;;;;511,0;;;;;;19,4;;0,13;;;;;;19,0;14,0;;;;;;;Figure 2: wild type;0;1;43,0;0,33;290,0;39,8982;5,190035475597812;0,06917183322950894;0,006917183322950895;0,033;0,5190035475597812;0,12701554913982627;0,016780388406613306;0,019718639587020026;0,16389575272018417;0,01111144047758017;0,012084531192270626
Oryza sativa;var. Takanari;Poaceae;C3 annual herbaceous;;Adachi_2013;0,256;0,032;;4,0;mol m-2 s-1;0,256;0,185;F;variable J;Harley_1992;;2000,0;;30,0;leaf;;;;370,0;370,0;;66,0;1,45;;;;LI-6400;LI-6400-40;;flag leaves;;;;;outdoors;0;1;12,0;;;;;;;;32,85;0,77;;;;;0,63;;42,9;;;;;;;;;;;;;;;;;;;;;;2,07;;;;;;;;;;;;3,56;;;;;;;;;;;;;109,0;;;0,226;;;;;;;;;;;;;;;0,156;;;;;;21,2;19,0;;;;;;;Figure 5;0;1;109,0;0,77;327,3376623376623;39,8982;1,7797023553937732;0,11428493406173396;0,011428493406173397;0,07700000000000001;0,17797023553937732;0,8647078207728154;0,11291463308473593;0,13166894355274417;0,36716585779656197;0,02625758900770997;0,02753118825685663
Paphiopedilum armeniacum;;Orchidaceae;C3 perennial herbaceous;;Yang_2018a;0,02;;;;mol m-2 s-1;0,02;0,02;F;variable J;Harley_1992;;400,0;;25,0;leaf;0,0;2000,0;;380,0;380,0;;60,0;1,5;;;2,0;;LI-6400-40;;fully expanded and healthy leaves (2 years old);;;;;greenhouse;0;0;;800,0;22,5;12,5;75,0;;;;2,95;0,05;269,9;91,5;178,4;0,86;;;;;27,8;27,8;;;;;;;;;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,3;;910,1;;526,3;;;0,19;;280,6;72,2;;;;30,6;;;1645,0;;;;;0,92;;;;;;4,21;2,19;;;;;;;Appendix S3;1;0;526,3;0,05;269,9;39,8982;0,30987437579936944;0,01282598657923547;0,001282598657923547;0,005000000000000001;0,030987437579936945;0,32287233391150616;0,0431554604955266;0,04789373597457791;0,2918866913666392;0,02052328497464051;0,02227467918878734
Paphiopedilum dianthum;;Orchidaceae;C3 perennial herbaceous;;Yang_2018a;0,01;;;;mol m-2 s-1;0,01;0,01;F;variable J;Harley_1992;;400,0;;25,0;leaf;0,0;2000,0;;380,0;380,0;;60,0;1,5;;;2,0;;LI-6400-40;;fully expanded and healthy leaves (2 years old);;;;;greenhouse;0;0;;800,0;22,5;12,5;75,0;;;;1,94;0,03;243,5;62,7;180,8;0,98;;;;;47,0;47,0;;;;;;;;;38,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151,8;;1205,0;;664,6;;;0,23;;429,5;69,4;;;;47,4;;;1202,0;;;;;0,97;;;;;;3,34;1,92;;;;;;;Appendix S3;1;0;664,6;0,03;243,5;39,8982;0,2970523093917819;0,009528402990543305;0,0009528402990543306;0,003;0,029705230939178193;0,20185117318960155;0,02672250668144946;0,030058619910152767;0,25595117263809986;0,017825234475218305;0,01928442053829904
